0.0 0.0 103.923048454 0.0 60.0
0.1 9.81531149969 92.8094665862 5.61960253316 52.654644909
0.2 18.634390944 83.8799140758 10.5755756722 46.6543537758
0.3 26.6444718935 76.5511386019 14.9832091711 41.6395352926
0.4 33.9847751412 70.4304812657 18.9281902559 37.3680795559
0.5 40.7616290795 65.2438901881 22.4759239601 33.670989517
0.6 47.0580683839 60.794268289 25.6774502309 30.4267092835
0.7 52.9401668071 56.9362208963 28.5733481904 27.5455607167
0.8 58.4613528917 53.560133672 31.1963972721 24.9599309702
0.9 63.6654335125 50.5817921458 33.5734420504 22.6178757634
1.0 68.5887633081 47.9354159969 35.7267307733 20.4788274811
1.1 73.2618340275 45.5688656469 37.6748965104 18.5106423117
1.2 77.7104604306 43.4402698485 39.433689798 16.6875233374
1.3 81.9566796494 41.5156059643 41.0165348489 14.9885309256
1.4 86.0194432118 39.7669331014 42.4349581543 13.3964956054
1.5 89.9151565125 38.1710814993 43.6989232521 11.8972122312
1.6 93.6581043463 36.7086664662 44.8170954676 10.478834234
1.7 97.2607901821 35.3633369144 45.797053692 9.1314124878
1.8 100.734209328 34.1211959847 46.6454616165 7.84654022031
1.9 104.088070864 32.9703496128 47.3682075872 6.61707671055
2.0 107.330979472 31.9005514102 47.9705199298 5.43693021882
2.1 110.470585578 30.9029208869 48.4570629175 4.30088592269
2.2 113.513710266 29.9697181276 48.8320173347 3.20446837204
2.3 116.466449942 29.0941623536 49.0991486754 2.14383063451
2.4 119.334264641 28.270284916 49.2618653395 1.11566421773
2.5 122.122053052 27.4928095325 49.3232686654 0.117125250333
2.6 124.83421669 26.7570542401 49.2861962466 -0.854226565859
2.7 127.474715167 26.0588507698 49.1532596645 -1.80047894926
2.8 130.047114128 25.3944779746 48.9268775346 -2.72341010969
2.9 132.554627119 24.7606066304 48.6093045702 -3.62452557814
3.0 135.000152408 24.154253465 48.2026572179 -4.50509012172
3.1 137.386305604 23.5727426737 47.7089363035 -5.36615578741
3.2 139.715448737 23.0136735012 47.1300470322 -6.2085868881
3.3 141.989716349 22.4748927218 46.4678166158 -7.03308255518
3.4 144.211039038 21.954471057 45.7240097473 -7.8401973255
3.5 146.381164809 21.4506827399 44.9003420994 -8.63036010176
3.6 148.501678511 20.9619875816 43.9984919991 -9.40389172057
3.7 150.574019579 20.4870150184 43.0201104077 -10.1610212796
3.8 152.599498271 20.0245497237 41.9668293268 -10.9019013124
3.9 154.579310519 19.5735184652 40.8402687421 -11.6266218557
4.0 156.514551528 19.1329779599 39.6420422155 -12.3352234219
4.1 158.406228197 18.70210355 38.3737612341 -13.0277088789
4.2 160.255270446 18.2801785731 37.0370384269 -13.7040542291
4.3 162.062541507 17.8665843421 35.6334897581 -14.3642182859
4.4 163.828847246 17.4607906826 34.164735808 -15.0081512542
4.5 165.554944564 17.0623469971 32.6324022498 -15.6358022291
4.6 167.241548926 16.6708738419 31.0381196299 -16.2471256452
4.7 168.889341081 16.28605501 29.3835225532 -16.842086717
4.8 170.498973005 15.9076301182 27.670248374 -17.4206659223
4.9 172.071073139 15.5353876998 25.8999354819 -17.9828625916
5.0 173.606250954 15.169158798 24.0742212731 -18.5286976708
5.1 175.105100902 14.8088110589 22.1947398813 -19.0582157308
5.2 176.568205802 14.4542433141 20.263119744 -19.5714862996
5.3 177.996139708 14.1053806418 18.2809810652 -20.068604591
5.4 179.389470306 13.7621698926 16.2499332328 -20.5496917075
5.5 180.748760887 13.42457566 14.171572239 -21.0148943861
5.6 182.074571933 13.0925766774 12.0474781456 -21.4643843592
5.7 183.367462376 12.7661626164 9.87921263053 -21.8983573922
5.8 184.627990539 12.4453312645 7.66831664336 -22.3170320596
5.9 185.856714828 12.1300860554 5.41630819479 -22.7206483132
6.0 187.054194182 11.8204339266 3.12468029717 -23.1094658926
6.1 188.220988334 11.5163834796 0.794899070089 -23.4837626217
