0.0 0.0 3535.53390593 0.0 3535.53390593
0.3 1060.6633297 3535.55487856 1060.22178821 3532.61151065
0.6 2121.33287906 3535.57537037 2119.56700343 3529.69008575
0.9 3182.00850389 3535.59538184 3178.0359366 3526.76963018
1.0 3535.56837071 3535.60194567 3530.66423522 3525.79636021
1.2 4242.69006017 3535.61491346 4235.62887836 3523.85014288
1.5 5303.37740403 3535.6339657 5292.34611904 3520.93162278
1.8 6364.07039171 3535.65253905 6348.18794865 3518.01406885
2.0 7071.2021147 3535.66465548 7051.5963053 3516.06956913
2.1 7424.76887962 3535.670634 7403.15465686 3515.09748002
2.4 8485.47272431 3535.68825101 8457.24653306 3512.18185523
2.7 9546.18178248 3535.70539058 9510.4638663 3509.26719344
3.0 10606.895911 3535.72205317 10562.8069453 3506.3534936
4.0 14142.6444563 3535.77415648 14064.3068514 3496.6480947
5.0 17678.442465 3535.82098301 17556.1066807 3486.95333368
6.0 21214.2846692 3535.86255026 21038.2170518 3477.26917193
7.0 24750.1658182 3535.89887562 24510.6485448 3467.59557101
8.0 28286.0806789 3535.92997638 27973.4117014 3457.93249263
9.0 31822.0240352 3535.95586972 31426.5170249 3448.27989867
10.0 35357.9906882 3535.9765727 34869.9749808 3438.63775114
11.0 38893.9754561 3535.99210229 38303.7959967 3429.00601222
12.0 42429.973174 3536.00247537 41727.9904623 3419.38464426
13.0 45965.9786936 3536.00770868 45142.5687297 3409.77360973
14.0 49501.9868836 3536.00781888 48547.5411138 3400.17287128
15.0 53037.9926292 3536.00282252 51942.9178919 3390.58239168
16.0 56573.990832 3535.99273606 55328.7093044 3381.00213389
17.0 60109.97641 3535.97757584 58704.9255546 3371.43206099
18.0 63645.9442978 3535.95735811 62071.5768091 3361.87213621
19.0 67181.8894458 3535.93209903 65428.6731975 3352.32232293
20.0 70717.8068207 3535.90181463 68776.2248133 3342.7825847
21.0 74253.6914053 3535.86652088 72114.2417132 3333.25288518
22.0 77789.538198 3535.82623362 75442.7339178 3323.73318819
23.0 81325.3422133 3535.78096862 78761.7114117 3314.22345771
24.0 84861.0984812 3535.73074153 82071.1841434 3304.72365782
25.0 88396.8020475 3535.67556791 85371.1620256 3295.2337528
26.0 91932.4479733 3535.61546323 88661.6549354 3285.75370702
27.0 95468.0313354 3535.55044286 91942.6727143 3276.28348503
28.0 99003.5472256 3535.48052208 95214.2251683 3266.82305148
29.0 102538.990751 3535.40571608 98476.3220683 3257.3723712
30.0 106074.357034 3535.32603994 101728.97315 3247.93140914
31.0 109609.641213 3535.24150867 104972.188114 3238.50013037
32.0 113144.838438 3535.15213717 108205.976627 3229.07850013
33.0 116679.943879 3535.05794025 111430.348319 3219.66648378
34.0 120214.952715 3534.95893264 114645.312788 3210.2640468
35.0 123749.860145 3534.85512898 117850.879595 3200.87115483
36.0 127284.661379 3534.7465438 121047.058268 3191.48777364
37.0 130819.351644 3534.63319157 124233.858301 3182.11386911
38.0 134353.926178 3534.51508664 127411.289153 3172.74940728
39.0 137888.380238 3534.3922433 130579.360252 3163.3943543
40.0 141422.70909 3534.26467574 133738.080987 3154.04867646
41.0 144956.908019 3534.13239806 136887.460718 3144.7123402
42.0 148490.972321 3533.99542428 140027.50877 3135.38531204
43.0 152024.897307 3533.85376833 143158.234434 3126.06755867
44.0 155558.678301 3533.70744405 146279.646968 3116.7590469
45.0 159092.310643 3533.55646522 149391.755597 3107.45974365
46.0 162625.789685 3533.4008455 152494.569514 3098.16961599
47.0 166159.110792 3533.24059848 155588.097877 3088.8886311
48.0 169692.269344 3533.07573768 158672.349813 3079.61675628
49.0 173225.260734 3532.90627652 161747.334415 3070.35395897
50.0 176758.080368 3532.73222836 164813.060746 3061.10020672
51.0 180290.723666 3532.55360644 167869.537833 3051.85546721
52.0 183823.186061 3532.37042395 170916.774674 3042.61970825
53.0 187355.462998 3532.182694 173954.780232 3033.39289775
54.0 190887.549937 3531.9904296 176983.563441 3024.17500376
55.0 194419.44235 3531.79364369 180003.133201 3014.96599443
56.0 197951.135722 3531.59234914 183013.498381 3005.76583805
57.0 201482.62555 3531.38655872 186014.667818 2996.57450302
58.0 205013.907345 3531.17628514 189006.650317 2987.39195786
59.0 208544.97663 3530.96154103 191989.454653 2978.21817121
60.0 212075.828941 3530.74233892 194963.089569 2969.0531118
61.0 215606.459826 3530.5186913 197927.563775 2959.89674852
62.0 219136.864846 3530.29061056 200882.885954 2950.74905035
63.0 222667.039573 3530.05810902 203829.064754 2941.60998637
64.0 226196.979594 3529.82119891 206766.108795 2932.47952582
65.0 229726.680506 3529.5798924 209694.026663 2923.357638
66.0 233256.137918 3529.3342016 212612.826918 2914.24429236
67.0 236785.347452 3529.08413851 215522.518085 2905.13945845
68.0 240314.304741 3528.82971508 218423.108662 2896.04310593
69.0 243843.005432 3528.57094318 221314.607114 2886.95520457
70.0 247371.445182 3528.3078346 224197.021878 2877.87572426
71.0 250899.61966 3528.04040108 227070.36136 2868.80463499
72.0 254427.524546 3527.76865426 229934.633935 2859.74190686
73.0 257955.155534 3527.49260573 232789.847951 2850.68751008
74.0 261482.508328 3527.21226699 235636.011723 2841.64141497
75.0 265009.578642 3526.92764949 238473.133538 2832.60359196
76.0 268536.362204 3526.63876458 241301.221654 2823.57401156
77.0 272062.854753 3526.34562357 244120.284299 2814.55264444
78.0 275589.052036 3526.04823769 246930.329671 2805.53946132
79.0 279114.949817 3525.74661809 249731.36594 2796.53443306
80.0 282640.543865 3525.44077586 252523.401246 2787.53753061
81.0 286165.829965 3525.13072202 255306.4437 2778.54872503
82.0 289690.803909 3524.81646753 258080.501385 2769.56798747
83.0 293215.461503 3524.49802327 260845.582355 2760.59528921
84.0 296739.798562 3524.17540006 263601.694634 2751.6306016
85.0 300263.810914 3523.84860864 266348.846219 2742.67389611
86.0 303787.494394 3523.5176597 269087.045077 2733.72514431
87.0 307310.844851 3523.18256386 271816.299149 2724.78431786
88.0 310833.858143 3522.84333167 274536.616345 2715.85138854
89.0 314356.530139 3522.49997361 277248.004549 2706.92632821
90.0 317878.856718 3522.1525001 279950.471615 2698.00910884
91.0 321400.833771 3521.80092151 282644.025371 2689.09970249
92.0 324922.457196 3521.44524811 285328.673615 2680.19808132
93.0 328443.722905 3521.08549014 288004.424119 2671.30421759
94.0 331964.626818 3520.72165775 290671.284627 2662.41808367
95.0 335485.164866 3520.35376106 293329.262854 2653.53965199
96.0 339005.332989 3519.98181009 295978.366489 2644.66889511
97.0 342525.127138 3519.60581482 298618.603194 2635.80578567
98.0 346044.543274 3519.22578516 301249.980601 2626.95029641
99.0 349563.577367 3518.84173096 303872.506317 2618.10240016
100.0 353082.225398 3518.453662 306486.187923 2609.26206984
101.0 356600.483356 3518.06158802 309091.03297 2600.42927848
102.0 360118.347242 3517.66551867 311687.048984 2591.60399917
103.0 363635.813065 3517.26546357 314274.243464 2582.78620514
104.0 367152.876844 3516.86143225 316852.62388 2573.97586966
105.0 370669.534607 3516.4534342 319422.19768 2565.17296613
106.0 374185.782393 3516.04147884 321982.972281 2556.37746802
107.0 377701.616249 3515.62557554 324534.955076 2547.58934889
108.0 381217.032231 3515.2057336 327078.15343 2538.80858241
109.0 384732.026406 3514.78196228 329612.574683 2530.03514232
110.0 388246.594849 3514.35427074 332138.226148 2521.26900245
111.0 391760.733644 3513.92266814 334655.115112 2512.51013672
112.0 395274.438885 3513.48716354 337163.248837 2503.75851915
113.0 398787.706673 3513.04776595 339662.634558 2495.01412382
114.0 402300.533122 3512.60448433 342153.279484 2486.27692493
115.0 405812.91435 3512.15732758 344635.190798 2477.54689675
116.0 409324.846488 3511.70630455 347108.375659 2468.82401362
